text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"55,000 원 부터 45,000 원 까지 분할매수",55000 원 부터 45000 원 까지 분할매수,"55,000 원 부터 45,000 원 까지 분할매수",2024-10-18T10:42:17+09:00,0.0481,0.6873,0.2647,1
"그동안 우리가 잊고 있었던 것.

또 하나의 가족, '삼성'",그동안 우리가 잊고 있었던 것 또 하나의 가족 삼성,"그동안 우리가 잊고 있었던 것. 또 하나의 가족, 삼성",2024-11-15T12:08:09+09:00,0.0592,0.8608,0.08,1
가나용!!!,가나용,가나용!!!,2024-12-05T12:20:29+09:00,0.0249,0.8693,0.1058,1
"젠슨황 싸인이 무색하게 우리나라 개미들 던지기 시작. 하네요
외인, 기관은 줍줍하는데 
이러면서 죄다 누구탓하시면서. ㅜㅜ",젠슨황 싸인이 무색하게 우리나라 개미들 던지기 시작 하네요 외인 기관은 줍줍하는데 이러면서 죄다 누구탓하시면서,"젠슨황 싸인이 무색하게 우리나라 개미들 던지기 시작. 하네요 외인, 기관은 줍줍하는데 이러면서 죄다 누구탓하시면서. ㅜㅜ",2024-03-22T09:47:58+09:00,0.4525,0.4127,0.1348,0
˗ˋˏ와ˎˊ˗ 정말 작고 소중해 매일 파란색이었는데 ㅎ🥹,와 정말 작고 소중해 매일 파란색이었는데,ˋˏ와ˎˊ 정말 작고 소중해 매일 파란색이었는데 ㅎ,2023-11-06T15:50:04+09:00,0.0876,0.8422,0.0702,1
튀어,튀어,튀어,2024-11-18T09:36:47+09:00,0.0407,0.9343,0.0251,1
5만중반까지 떨어질까요?!,5만중반까지 떨어질까요,5만중반까지 떨어질까요?!,2024-10-10T09:30:49+09:00,0.4054,0.3093,0.2853,0
개미들 돈벌기회주는데 이걸안사?ㅋ멍청이,개미들 돈벌기회주는데 이걸안사멍청이,개미들 돈벌기회주는데 이걸안사?ㅋ멍청이,2024-10-18T14:37:10+09:00,0.1649,0.7496,0.0855,1
꼬라지보니까 2~3만원 가고도 남음,꼬라지보니까 23만원 가고도 남음,꼬라지보니까 23만원 가고도 남음,2024-10-01T14:32:36+09:00,0.0401,0.9168,0.0431,1
설마 또 4만까지???,설마 또 4만까지,설마 또 4만까지???,2024-10-22T13:14:11+09:00,0.0323,0.9455,0.0223,1
"와 국장 맛만 봤었는데
지금 지옥이 됐네",와 국장 맛만 봤었는데 지금 지옥이 됐네,와 국장 맛만 봤었는데 지금 지옥이 됐네,2024-11-12T11:10:56+09:00,0.2607,0.6353,0.1041,1
니 알바비 날맀다,니 알바비 날맀다,니 알바비 날맀다,2024-10-26T00:08:35+09:00,0.0525,0.8729,0.0746,1
기다린다 외인도 본인들 자산 언제까지 싸게 팔겠어 공포지수 올리는거임 개미들은 더 빡씨게 버텨야제 ㅋㅋ 근데 제수없는 종목이긴함,기다린다 외인도 본인들 자산 언제까지 싸게 팔겠어 공포지수 올리는거임 개미들은 더 빡씨게 버텨야제 근데 제수없는 종목이긴함,기다린다 외인도 본인들 자산 언제까지 싸게 팔겠어 공포지수 올리는거임 개미들은 더 빡씨게 버텨야제 ㅋㅋ 근데 제수없는 종목이긴함,2024-11-13T09:16:20+09:00,0.345,0.3077,0.3473,2
드디어 원상복구. 절반반 판매하고 하이닉스로 넘어갑니다,드디어 원상복구 절반반 판매하고 하이닉스로 넘어갑니다,드디어 원상복구. 절반반 판매하고 하이닉스로 넘어갑니다,2025-01-06T11:25:15+09:00,0.1013,0.2588,0.6398,2
청개구리,청개구리,청개구리,2023-11-30T12:45:27+09:00,0.0948,0.8775,0.0277,1
대단한게 외국인 8월부터 계속 팔아재꼈네,대단한게 외국인 8월부터 계속 팔아재꼈네,대단한게 외국인 8월부터 계속 팔아재꼈네,2024-11-11T09:04:23+09:00,0.2779,0.5363,0.1858,1
올라간다,올라간다,올라간다,2023-05-29T13:07:09+09:00,0.0418,0.1067,0.8515,2
이번엔 몇년 묶이려나 ㅋㅋ,이번엔 몇년 묶이려나,이번엔 몇년 묶이려나 ㅋㅋ,2024-04-09T15:08:31+09:00,0.1293,0.8192,0.0515,1
대단하네..주가 방어는 포기했구나? 이런 대기업도 무너지는 건 한 순간이구나.,대단하네주가 방어는 포기했구나 이런 대기업도 무너지는 건 한 순간이구나,대단하네..주가 방어는 포기했구나? 이런 대기업도 무너지는 건 한 순간이구나.,2024-11-13T11:32:56+09:00,0.2263,0.6955,0.0782,1
냉큼 사서 팔아버릴라니까!!!! ㅋㅋㅋㅋ,냉큼 사서 팔아버릴라니까,냉큼 사서 팔아버릴라니까!!!! ㅋㅋㅋㅋ,2024-06-12T14:58:23+09:00,0.0439,0.8944,0.0617,1
오늘도 흡성대법이냐 젠장,오늘도 흡성대법이냐 젠장,오늘도 흡성대법이냐 젠장,2024-11-18T09:59:26+09:00,0.1316,0.7902,0.0782,1
에휴 쳐다보질 말아야지.. 팔고 ㅌㅌ,에휴 쳐다보질 말아야지 팔고,에휴 쳐다보질 말아야지.. 팔고 ㅌㅌ,2024-07-17T10:11:19+09:00,0.1607,0.8087,0.0306,1
평잔66000. 인되.  어찌할까요. 초보. 아닌되 답이 안서네요. 조원부탑합니다,평잔66000 인되 어찌할까요 초보 아닌되 답이 안서네요 조원부탑합니다,평잔66000. 인되. 어찌할까요. 초보. 아닌되 답이 안서네요. 조원부탑합니다,2024-02-03T19:26:10+09:00,0.091,0.797,0.112,1
지금은 사야지,지금은 사야지,지금은 사야지,2024-11-11T20:35:30+09:00,0.0362,0.9356,0.0282,1
쫄보라 ㅠ 7만에 다시 들어갑니다,쫄보라 7만에 다시 들어갑니다,쫄보라 ㅠ 7만에 다시 들어갑니다,2023-07-27T11:12:38+09:00,0.0343,0.173,0.7928,2
아 주식매꿔야되는데 8천원이나올랏노ㅡㅡ,아 주식매꿔야되는데 8천원이나올랏노,아 주식매꿔야되는데 8천원이나올랏노ㅡㅡ,2023-12-12T10:23:02+09:00,0.1349,0.815,0.05,1
"긍적으로받아들여야
정치권 놈들이 금투 장난만 안쳤어도",긍적으로받아들여야 정치권 놈들이 금투 장난만 안쳤어도,긍적으로받아들여야 정치권 놈들이 금투 장난만 안쳤어도,2024-11-17T00:38:06+09:00,0.0793,0.8183,0.1024,1
가즈아!,가즈아,가즈아!,2024-03-22T13:09:56+09:00,0.0271,0.0517,0.9212,2
외인에게 물량 줄 때 아닙니다.  외인과 물량교환은 9만부터 분위기봐서 교환하는 스마트 개미가 됩시다. 선동까지는 아닙니다.,외인에게 물량 줄 때 아닙니다 외인과 물량교환은 9만부터 분위기봐서 교환하는 스마트 개미가 됩시다 선동까지는 아닙니다,외인에게 물량 줄 때 아닙니다. 외인과 물량교환은 9만부터 분위기봐서 교환하는 스마트 개미가 됩시다. 선동까지는 아닙니다.,2024-04-04T09:16:27+09:00,0.1374,0.4875,0.3751,1
"한미 장비 공급은 무산된 듯 하네요
한미 반도체 공시에 하이닉스만 있습니다",한미 장비 공급은 무산된 듯 하네요 한미 반도체 공시에 하이닉스만 있습니다,한미 장비 공급은 무산된 듯 하네요 한미 반도체 공시에 하이닉스만 있습니다,2024-06-07T09:41:42+09:00,0.0623,0.8161,0.1217,1
ㅋㅋ,,ㅋㅋ,2025-01-07T16:33:32+09:00,0.0252,0.9621,0.0128,1
가즈아!!,가즈아,가즈아!!,2024-03-04T10:12:12+09:00,0.0274,0.0484,0.9242,2
5.3은 지지해야한다 지지해야한다 지지해야해,53은 지지해야한다 지지해야한다 지지해야해,5.3은 지지해야한다 지지해야한다 지지해야해,2024-11-12T15:02:11+09:00,0.0722,0.5178,0.41,1
살다 살다 삼전 이런일이 있네요.,살다 살다 삼전 이런일이 있네요,살다 살다 삼전 이런일이 있네요.,2024-06-19T09:08:07+09:00,0.0505,0.893,0.0565,1
4만5천 입들 벌리고계세요,4만5천 입들 벌리고계세요,4만5천 입들 벌리고계세요,2024-11-14T16:34:27+09:00,0.0457,0.9228,0.0316,1
지금이니?,지금이니,지금이니?,2024-12-17T09:37:07+09:00,0.0392,0.9432,0.0176,1
내일은 8만찍는건  무난히 가겠어요~,내일은 8만찍는건 무난히 가겠어요,내일은 8만찍는건 무난히 가겠어요,2024-01-02T21:34:56+09:00,0.0562,0.8906,0.0532,1
다 죽자,다 죽자,다 죽자,2024-09-04T09:01:07+09:00,0.0689,0.8836,0.0474,1
올라가!!,올라가,올라가!!,2023-10-11T13:27:47+09:00,0.0434,0.2245,0.7321,2
내 갈줄 알았다 ㅋㅋ,내 갈줄 알았다,내 갈줄 알았다 ㅋㅋ,2024-12-12T14:04:09+09:00,0.0862,0.8382,0.0756,1
이젠 할말도 없다,이젠 할말도 없다,이젠 할말도 없다,2024-10-04T13:16:33+09:00,0.0491,0.9329,0.0179,1
지금은 기회다. 뭐? 삼성 망했다고? 중국이 다따라잡을 거라고? 그럴수도 있는데 그게 지금은 아니다. 나는 이번 폭락에 들어옴. 팔만전자 되면 다시 팔게,지금은 기회다 뭐 삼성 망했다고 중국이 다따라잡을 거라고 그럴수도 있는데 그게 지금은 아니다 나는 이번 폭락에 들어옴 팔만전자 되면 다시 팔게,지금은 기회다. 뭐? 삼성 망했다고? 중국이 다따라잡을 거라고? 그럴수도 있는데 그게 지금은 아니다. 나는 이번 폭락에 들어옴. 팔만전자 되면 다시 팔게,2024-09-24T11:44:33+09:00,0.5361,0.1421,0.3218,0
이걸 왜삼,이걸 왜삼,이걸 왜삼,2024-10-22T15:48:14+09:00,0.0427,0.941,0.0162,1
2025년 12월 예상 가격,2025년 12월 예상 가격,2025년 12월 예상 가격,2025-03-04T11:58:53+09:00,0.0413,0.8923,0.0663,1
연말에 큰거 줄거지? 기대하고있을게,연말에 큰거 줄거지 기대하고있을게,연말에 큰거 줄거지? 기대하고있을게,2024-10-07T12:48:43+09:00,0.0185,0.8779,0.1036,1
너무 많이퍼져서 개미들이 던질수도,너무 많이퍼져서 개미들이 던질수도,너무 많이퍼져서 개미들이 던질수도,2024-02-16T07:04:19+09:00,0.1442,0.8037,0.0521,1
감사합니다.,감사합니다,감사합니다.,2024-03-28T13:10:56+09:00,0.0153,0.9575,0.0272,1
다음주 실적발표 화요일인가요??수요일인가요??,다음주 실적발표 화요일인가요수요일인가요,다음주 실적발표 화요일인가요??수요일인가요??,2024-10-04T14:35:24+09:00,0.108,0.7113,0.1807,1
국장 그자체,국장 그자체,국장 그자체,2024-07-31T11:24:25+09:00,0.0491,0.9275,0.0234,1
우주방어하네 삼전,우주방어하네 삼전,우주방어하네 삼전,2024-11-14T16:00:35+09:00,0.0424,0.8793,0.0783,1
오늘은맘편히 창닫고들계심이 좋을듯합니다.,오늘은맘편히 창닫고들계심이 좋을듯합니다,오늘은맘편히 창닫고들계심이 좋을듯합니다.,2024-12-03T08:44:42+09:00,0.1778,0.7133,0.1089,1
연봉 5000이 더 빨라!!!,연봉 5000이 더 빨라,연봉 5000이 더 빨라!!!,2024-10-22T16:58:58+09:00,0.0229,0.9026,0.0745,1
헐 대박 기대안했는데 900원이나 올랐었네,헐 대박 기대안했는데 900원이나 올랐었네,헐 대박 기대안했는데 900원이나 올랐었네,2025-02-18T16:24:58+09:00,0.184,0.4843,0.3317,1
유후웅,유후웅,유후웅,2025-02-07T13:50:46+09:00,0.035,0.9415,0.0234,1
시원하게. 엔비디아처럼. 크게. 올라봐,시원하게 엔비디아처럼 크게 올라봐,시원하게. 엔비디아처럼. 크게. 올라봐,2023-06-16T09:07:25+09:00,0.0379,0.1024,0.8597,2
뭔일이래요,뭔일이래요,뭔일이래요,2024-09-30T17:00:45+09:00,0.0514,0.9263,0.0223,1
"120이평선 아래로는 안흐를거같은데 지금 들가는게 맞지않을까...,",120이평선 아래로는 안흐를거같은데 지금 들가는게 맞지않을까,"120이평선 아래로는 안흐를거같은데 지금 들가는게 맞지않을까...,",2024-11-12T15:16:04+09:00,0.1452,0.6738,0.181,1
매도벽이 전보다 더 튼튼데스,매도벽이 전보다 더 튼튼데스,매도벽이 전보다 더 튼튼데스,2024-06-20T13:59:22+09:00,0.54,0.1802,0.2799,0
삼성에 돈 넣으면 바보임!!!,삼성에 돈 넣으면 바보임,삼성에 돈 넣으면 바보임!!!,2023-07-04T09:27:28+09:00,0.0467,0.931,0.0224,1
제일 악질인건 이제 오른다는 희망적인 말로 주주들 및 예비 주주들에게 거짓말치는 사람들이 제일 악질입니다,제일 악질인건 이제 오른다는 희망적인 말로 주주들 및 예비 주주들에게 거짓말치는 사람들이 제일 악질입니다,제일 악질인건 이제 오른다는 희망적인 말로 주주들 및 예비 주주들에게 거짓말치는 사람들이 제일 악질입니다,2024-10-25T19:37:49+09:00,0.3752,0.3519,0.2728,0
51층저점깨지면 3만전자 생각하세요들~ ^^,51층저점깨지면 3만전자 생각하세요들,51층저점깨지면 3만전자 생각하세요들,2024-11-02T00:42:27+09:00,0.0939,0.816,0.0901,1
.,,.,2024-12-13T11:59:08+09:00,0.0293,0.9567,0.014,1
갈길은 멀지만 한 걸음부터,갈길은 멀지만 한 걸음부터,갈길은 멀지만 한 걸음부터,2025-03-20T15:18:26+09:00,0.1538,0.7415,0.1048,1
언제 앞자리가 바뀔런지...,언제 앞자리가 바뀔런지,언제 앞자리가 바뀔런지...,2025-01-22T14:33:07+09:00,0.0744,0.8715,0.054,1
또 떨어질까요?? 아니면 오른채로 유지될까요,또 떨어질까요 아니면 오른채로 유지될까요,또 떨어질까요?? 아니면 오른채로 유지될까요,2024-05-07T15:58:57+09:00,0.45,0.3019,0.2481,0
근데 왜 당신은 주주가 아닌건지 난 매우 의문스러워,근데 왜 당신은 주주가 아닌건지 난 매우 의문스러워,근데 왜 당신은 주주가 아닌건지 난 매우 의문스러워,2024-11-18T15:21:26+09:00,0.076,0.8902,0.0338,1
8만 뚤릴까요?제바알 ㅠㅠ,8만 뚤릴까요제바알,8만 뚤릴까요?제바알 ㅠㅠ,2024-03-22T09:46:13+09:00,0.1294,0.8103,0.0603,1
매수하려고 대기중인데 4만전자 안될가요?,매수하려고 대기중인데 4만전자 안될가요,매수하려고 대기중인데 4만전자 안될가요?,2024-12-19T22:44:53+09:00,0.3072,0.1634,0.5294,2
실망이네....,실망이네,실망이네....,2024-06-17T09:54:33+09:00,0.049,0.9273,0.0238,1
저렇게 매일 백만단위로 던지나,저렇게 매일 백만단위로 던지나,저렇게 매일 백만단위로 던지나,2024-11-27T10:01:21+09:00,0.0636,0.8988,0.0375,1
줍줍,줍줍,줍줍,2023-08-29T08:03:36+09:00,0.1209,0.842,0.0371,1
개잡주삼성 오늘 어디까지갈까?,개잡주삼성 오늘 어디까지갈까,개잡주삼성 오늘 어디까지갈까?,2024-11-11T09:36:22+09:00,0.1683,0.7314,0.1003,1
좀만 더 떨어지면 탑승할텐데,좀만 더 떨어지면 탑승할텐데,좀만 더 떨어지면 탑승할텐데,2025-01-02T10:27:40+09:00,0.1136,0.4016,0.4849,2
"이제 이런거 안해요?
영~차 영차 이런거 안해요?
홍경래의 난 처럼 누가 선동 같은거 안해요?ㅜㅜ",이제 이런거 안해요 영차 영차 이런거 안해요 홍경래의 난 처럼 누가 선동 같은거 안해요,이제 이런거 안해요? 영차 영차 이런거 안해요? 홍경래의 난 처럼 누가 선동 같은거 안해요?ㅜㅜ,2024-11-05T10:18:11+09:00,0.1747,0.669,0.1563,1
떨어질예상,떨어질예상,떨어질예상,2023-11-20T12:37:32+09:00,0.4839,0.2276,0.2885,0
엔비떡락 ㅠㅠ,엔비떡락,엔비떡락 ㅠㅠ,2024-05-31T04:58:58+09:00,0.4475,0.2796,0.273,0
흠,흠,흠,2024-03-22T20:59:57+09:00,0.0236,0.9613,0.0152,1
"너 대기업 우량주 맞나
중소반도체보다 못하노",너 대기업 우량주 맞나 중소반도체보다 못하노,너 대기업 우량주 맞나 중소반도체보다 못하노,2023-08-21T12:32:18+09:00,0.0705,0.877,0.0525,1
이제 들어가볼만도 하지 않나???,이제 들어가볼만도 하지 않나,이제 들어가볼만도 하지 않나???,2024-09-09T09:03:12+09:00,0.0896,0.853,0.0574,1
미장하면서 국장욕 많이 했는데.. 주주분들 화이팅입니다. 황사장 립서비스 굳,미장하면서 국장욕 많이 했는데 주주분들 화이팅입니다 황사장 립서비스 굳,미장하면서 국장욕 많이 했는데.. 주주분들 화이팅입니다. 황사장 립서비스 굳,2025-01-09T09:22:41+09:00,0.1429,0.7064,0.1507,1
7.6 오면 다털란다  정떨어지는 주식 삼전,76 오면 다털란다 정떨어지는 주식 삼전,7.6 오면 다털란다 정떨어지는 주식 삼전,2023-07-07T10:31:49+09:00,0.15,0.7565,0.0934,1
"매입가 5.5만 
매도가 7만 
이렇게 생각하고 급여 나오면 계속 모은다",매입가 55만 매도가 7만 이렇게 생각하고 급여 나오면 계속 모은다,매입가 5.5만 매도가 7만 이렇게 생각하고 급여 나오면 계속 모은다,2025-02-14T15:33:37+09:00,0.3149,0.4323,0.2528,1
오늘은 두발 뻗고 잡니다ㅎㅎㅎㅎㅎㅎㅎ,오늘은 두발 뻗고 잡니다,오늘은 두발 뻗고 잡니다ㅎㅎㅎㅎㅎㅎㅎ,2023-05-26T15:18:26+09:00,0.0631,0.8692,0.0677,1
-10% 갈거면 후딱가라 간보지말고,10 갈거면 후딱가라 간보지말고,10 갈거면 후딱가라 간보지말고,2024-08-05T13:36:24+09:00,0.0486,0.8785,0.0729,1
놀랍지도않다,놀랍지도않다,놀랍지도않다,2024-12-18T09:12:42+09:00,0.03,0.9488,0.0212,1
내일부터 원하는 가격대 살 생각하니 설렙니다♡,내일부터 원하는 가격대 살 생각하니 설렙니다,내일부터 원하는 가격대 살 생각하니 설렙니다,2024-05-31T00:25:03+09:00,0.0697,0.801,0.1293,1
정보 유출로 신제품은 커녕 쭉 나락이겠네...,정보 유출로 신제품은 커녕 쭉 나락이겠네,정보 유출로 신제품은 커녕 쭉 나락이겠네...,2024-01-16T20:08:32+09:00,0.421,0.3237,0.2553,0
삼전은 진짜 지끔지끔 오르네요ㅠㅠ,삼전은 진짜 지끔지끔 오르네요,삼전은 진짜 지끔지끔 오르네요ㅠㅠ,2024-06-13T11:19:46+09:00,0.0679,0.8806,0.0515,1
삼전이 이정도 되려면 전쟁이나 IMF 정도 되야 되는거 아니야? 아주 나라를 말아 먹는구나.,삼전이 이정도 되려면 전쟁이나 IMF 정도 되야 되는거 아니야 아주 나라를 말아 먹는구나,삼전이 이정도 되려면 전쟁이나 IMF 정도 되야 되는거 아니야? 아주 나라를 말아 먹는구나.,2024-11-13T13:45:15+09:00,0.1705,0.6997,0.1298,1
올해는 정치따문에 악재가 많을 거 같아 여기서 던집니다,올해는 정치따문에 악재가 많을 거 같아 여기서 던집니다,올해는 정치따문에 악재가 많을 거 같아 여기서 던집니다,2025-03-17T17:07:29+09:00,0.2368,0.4214,0.3418,1
"8.68에 비중15퍼 익절했는데 사람인지라
8.76 말아올린거 보니 좀 아쉽긴 합니다 ㅠ ㅋㅋ",868에 비중15퍼 익절했는데 사람인지라 876 말아올린거 보니 좀 아쉽긴 합니다,8.68에 비중15퍼 익절했는데 사람인지라 8.76 말아올린거 보니 좀 아쉽긴 합니다 ㅠ ㅋㅋ,2024-07-11T15:43:22+09:00,0.0999,0.607,0.2931,1
또 좋은날이 오겠지요,또 좋은날이 오겠지요,또 좋은날이 오겠지요,2024-08-06T12:23:18+09:00,0.0305,0.835,0.1345,1
지옥불  온다 했어?안했어? 대비하라고했냐..안했냐..,지옥불 온다 했어안했어 대비하라고했냐안했냐,지옥불 온다 했어?안했어? 대비하라고했냐..안했냐..,2025-02-03T09:30:29+09:00,0.278,0.5988,0.1232,1
"2018년 액면분할 한지 7년째다 ㅋ
40년간 3배 오른 전설 의 기업 금성  재낄라고 죽쓰냐 ㅡㅡ",2018년 액면분할 한지 7년째다 40년간 3배 오른 전설 의 기업 금성 재낄라고 죽쓰냐,2018년 액면분할 한지 7년째다 ㅋ 40년간 3배 오른 전설 의 기업 금성 재낄라고 죽쓰냐 ㅡㅡ,2025-03-07T04:06:24+09:00,0.1512,0.4885,0.3603,1
ㅋㅋ,,ㅋㅋ,2023-05-30T09:03:19+09:00,0.0252,0.9621,0.0128,1
"낼 4만 전자 시대 단도리 마음의 준비 하면서 맥주 한 캔 까고 잔다.
잘자라 얘들아.",낼 4만 전자 시대 단도리 마음의 준비 하면서 맥주 한 캔 까고 잔다 잘자라 얘들아,낼 4만 전자 시대 단도리 마음의 준비 하면서 맥주 한 캔 까고 잔다. 잘자라 얘들아.,2024-11-12T23:13:15+09:00,0.0987,0.7913,0.1099,1
낭떠러지다,낭떠러지다,낭떠러지다,2024-10-07T10:50:56+09:00,0.1684,0.7613,0.0703,1
개미들 잘 잡아요. 기관.외국 애네들한테 털리지마요. 지금 털고 있어요,개미들 잘 잡아요 기관외국 애네들한테 털리지마요 지금 털고 있어요,개미들 잘 잡아요. 기관.외국 애네들한테 털리지마요. 지금 털고 있어요,2023-12-26T11:18:17+09:00,0.3292,0.57,0.1009,1
삼성 무순 대역죄를 지었나요??하~,삼성 무순 대역죄를 지었나요하,삼성 무순 대역죄를 지었나요??하,2024-11-08T15:11:16+09:00,0.0735,0.9026,0.0239,1
다시 사야지,다시 사야지,다시 사야지,2024-10-31T11:41:23+09:00,0.0348,0.9272,0.038,1
와 2만주씩 팔리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,와 2만주씩 팔리네,와 2만주씩 팔리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-02-18T11:21:57+09:00,0.147,0.6725,0.1805,1
"좀 떨어져바 
내가 드가게",좀 떨어져바 내가 드가게,좀 떨어져바 내가 드가게,2023-10-19T08:52:33+09:00,0.2381,0.4377,0.3242,1
몇타취냐,몇타취냐,몇타취냐,2024-11-15T19:10:40+09:00,0.0414,0.9354,0.0232,1
우리나라 정치인 생각하면?? 주식일부로 떨구고.  산담에 올리는것도 가능하지 않을까 싶은데 음..,우리나라 정치인 생각하면 주식일부로 떨구고 산담에 올리는것도 가능하지 않을까 싶은데 음,우리나라 정치인 생각하면?? 주식일부로 떨구고. 산담에 올리는것도 가능하지 않을까 싶은데 음..,2024-11-04T10:18:28+09:00,0.0698,0.7216,0.2087,1
진짜 개잡주 되버렸네,진짜 개잡주 되버렸네,진짜 개잡주 되버렸네,2024-11-12T09:15:54+09:00,0.6008,0.3161,0.0832,0
삼전 다니들 애들이 자기 이직한다고  삼전  이제망한다고 외칠는거 보니 슬슬 매수시점이 오는듯.. 어차피 삼전에서 도움될만한 엔지니어는 회사가 어려워져도 연봉을 올려줘서라도 붙잡고 있음..연봉따지면서 이직고민하는 직원들은 삼성 핵심도 아닐뿐더러 조직내 있어도 남탓만하지 도움도 안됨..이기회에 물갈이 하는거지..,삼전 다니들 애들이 자기 이직한다고 삼전 이제망한다고 외칠는거 보니 슬슬 매수시점이 오는듯 어차피 삼전에서 도움될만한 엔지니어는 회사가 어려워져도 연봉을 올려줘서라도 붙잡고 있음연봉따지면서 이직고민하는 직원들은 삼성 핵심도 아닐뿐더러 조직내 있어도 남탓만하지 도움도 안됨이기회에 물갈이 하는거지,삼전 다니들 애들이 자기 이직한다고 삼전 이제망한다고 외칠는거 보니 슬슬 매수시점이 오는듯.. 어차피 삼전에서 도움될만한 엔지니어는 회사가 어려워져도 연봉을 올려줘서라도 붙잡고 있음..연봉따지면서 이직고민하는 직원들은 삼성 핵심도 아닐뿐더러 조직내 있어도 남탓만하지 도움도 안됨..이기회에 물갈이 하는거지..,2024-11-12T00:39:13+09:00,0.4278,0.1346,0.4376,2
2년째 죽어있다가 드디어 빨간 글씨를!,2년째 죽어있다가 드디어 빨간 글씨를,2년째 죽어있다가 드디어 빨간 글씨를!,2024-04-03T11:13:01+09:00,0.1579,0.77,0.0721,1
바늘 꼬매노 ?,바늘 꼬매노,바늘 꼬매노 ?,2025-01-14T14:27:43+09:00,0.0536,0.9269,0.0195,1
매수는 가능한데... ㅠㅠ,매수는 가능한데,매수는 가능한데... ㅠㅠ,2023-11-12T18:08:44+09:00,0.2236,0.2316,0.5448,2
헤헤 괜찮나욤?,헤헤 괜찮나욤,헤헤 괜찮나욤?,2024-12-12T15:08:37+09:00,0.0324,0.9404,0.0272,1
"어떤 발상이  더 필요할까?

배수진?

사람의 이름이 아니다.

수학법칙도 아니다.

안일함에서 벗어나야 한다.

R&D 팀들이 배수진을 가지고 와야한다.

배 부른가? 배고프면 아이디어가 샘 쏟는다.

살고프면 지혜에게 물어봐!",어떤 발상이 더 필요할까 배수진 사람의 이름이 아니다 수학법칙도 아니다 안일함에서 벗어나야 한다 RD 팀들이 배수진을 가지고 와야한다 배 부른가 배고프면 아이디어가 샘 쏟는다 살고프면 지혜에게 물어봐,어떤 발상이 더 필요할까? 배수진? 사람의 이름이 아니다. 수학법칙도 아니다. 안일함에서 벗어나야 한다. RD 팀들이 배수진을 가지고 와야한다. 배 부른가? 배고프면 아이디어가 샘 쏟는다. 살고프면 지혜에게 물어봐!,2024-10-07T12:05:53+09:00,0.134,0.7127,0.1533,1
백종원...보다못한삼성ㅋ,백종원보다못한삼성,백종원...보다못한삼성ㅋ,2024-11-06T11:17:58+09:00,0.0474,0.9286,0.024,1
"5만원대까지 가려나요ㅠㅠ
조금씩 모아보려구하는대",5만원대까지 가려나요 조금씩 모아보려구하는대,5만원대까지 가려나요ㅠㅠ 조금씩 모아보려구하는대,2024-09-20T11:34:55+09:00,0.0478,0.8673,0.0849,1
매도랑 매수 제대로 보고누르라구,매도랑 매수 제대로 보고누르라구,매도랑 매수 제대로 보고누르라구,2024-07-05T09:43:31+09:00,0.2876,0.2055,0.5069,2
4만전자 가나요?,4만전자 가나요,4만전자 가나요?,2024-10-21T09:10:00+09:00,0.0329,0.8362,0.1309,1
지금 장에서 삼전으로 수익률 2% 내면 개고수임?,지금 장에서 삼전으로 수익률 2 내면 개고수임,지금 장에서 삼전으로 수익률 2 내면 개고수임?,2024-11-12T15:03:48+09:00,0.1163,0.7517,0.132,1
ㅋㅋㅋㅋㅋ,,ㅋㅋㅋㅋㅋ,2023-09-27T13:36:39+09:00,0.0242,0.9626,0.0132,1
ㄱㄱ,,ㄱㄱ,2024-11-13T17:58:37+09:00,0.0225,0.9495,0.028,1
파운드리1위라는 tsmc도1조6천억밖세 투자를못했는데 6조5800억이나투자하는 삼성은 세계적기업이며  한국기업이다,파운드리1위라는 tsmc도1조6천억밖세 투자를못했는데 6조5800억이나투자하는 삼성은 세계적기업이며 한국기업이다,파운드리1위라는 tsmc도1조6천억밖세 투자를못했는데 6조5800억이나투자하는 삼성은 세계적기업이며 한국기업이다,2023-06-26T19:02:23+09:00,0.1575,0.6895,0.153,1
"줄때먹고,
재진입 노리겠습니다",줄때먹고 재진입 노리겠습니다,"줄때먹고, 재진입 노리겠습니다",2024-05-07T13:59:03+09:00,0.0507,0.8369,0.1124,1
"샘숭은 떨어질 일은 없고 사이클따라 올라갈일만 남았다~
2차전지하다가 나락간다 도박주",샘숭은 떨어질 일은 없고 사이클따라 올라갈일만 남았다 2차전지하다가 나락간다 도박주,샘숭은 떨어질 일은 없고 사이클따라 올라갈일만 남았다 2차전지하다가 나락간다 도박주,2023-08-01T12:59:57+09:00,0.5393,0.1085,0.3521,0
"5.3 진입시 매수
5.4 횡보시 분할매수",53 진입시 매수 54 횡보시 분할매수,5.3 진입시 매수 5.4 횡보시 분할매수,2025-01-13T21:04:39+09:00,0.184,0.0886,0.7274,2
영익 9.1조,영익 91조,영익 9.1조,2024-10-08T08:50:05+09:00,0.0282,0.9056,0.0663,1
